Source;Target;Type;Id;Label;Weight
118.3;29.33;Directed;;;1
118.5;29.72;Directed;;;1
118.6;29.25;Directed;;;1
118.6;29.20;Directed;;;1
118.7;29.65;Directed;;;1
118.8;29.16;Directed;;;1
118.9;29.73;Directed;;;1
118.10;29.74;Directed;;;1
118.11;29.39;Directed;;;1
118.2;29.30;Directed;;;1
118.12;29.28;Directed;;;1
118.13;29.28;Directed;;;1
118.14;29.37;Directed;;;1
118.15;29.75;Directed;;;1
118.16;29.42;Directed;;;1
118.13;29.7;Directed;;;1
118.17;29.48;Directed;;;1
118.18;29.2;Directed;;;1
118.10;29.69;Directed;;;1
30.0;29.37;Directed;;;1
31.0;30.0;Directed;;;1
31.0;30.0;Directed;;;1
32.0;8.3;Directed;;;1
32.0;8.7;Directed;;;1
32.0;8.6;Directed;;;1
32.0;8.4;Directed;;;1
32.1;8.7;Directed;;;1
32.2;8.7;Directed;;;1
32.3;8.5;Directed;;;1
32.4;8.3;Directed;;;1
32.5;8.5;Directed;;;1
32.3;8.7;Directed;;;1
32.2;8.6;Directed;;;1
32.6;8.2;Directed;;;1
32.7;8.8;Directed;;;1
32.8;8.3;Directed;;;1
32.9;8.2;Directed;;;1
32.5;8.2;Directed;;;1
32.9;8.6;Directed;;;1
32.7;8.0;Directed;;;1
32.8;8.4;Directed;;;1
32.3;8.4;Directed;;;1
32.10;8.5;Directed;;;1
32.2;8.4;Directed;;;1
32.11;8.9;Directed;;;1
32.12;8.7;Directed;;;1
32.10;8.9;Directed;;;1
32.13;8.10;Directed;;;1
32.8;8.1;Directed;;;1
32.14;8.9;Directed;;;1
32.15;8.10;Directed;;;1
32.16;8.7;Directed;;;1
32.3;8.8;Directed;;;1
32.17;8.4;Directed;;;1
32.18;8.11;Directed;;;1
32.19;8.8;Directed;;;1
32.20;8.3;Directed;;;1
32.21;8.12;Directed;;;1
32.17;8.12;Directed;;;1
32.22;8.2;Directed;;;1
32.23;8.13;Directed;;;1
32.15;8.11;Directed;;;1
32.24;8.14;Directed;;;1
32.21;8.13;Directed;;;1
32.25;8.4;Directed;;;1
32.26;8.7;Directed;;;1
32.27;8.6;Directed;;;1
32.28;8.7;Directed;;;1
32.23;8.7;Directed;;;1
32.29;8.2;Directed;;;1
32.30;8.1;Directed;;;1
32.31;8.15;Directed;;;1
32.32;8.16;Directed;;;1
32.33;8.10;Directed;;;1
32.5;8.10;Directed;;;1
32.34;8.16;Directed;;;1
32.35;8.16;Directed;;;1
32.36;8.8;Directed;;;1
32.37;8.17;Directed;;;1
32.38;8.18;Directed;;;1
32.39;17.49;Directed;;;1
32.40;17.41;Directed;;;1
32.36;17.19;Directed;;;1
32.41;17.43;Directed;;;1
60.0;32.32;Directed;;;1
60.1;32.14;Directed;;;1
60.2;32.34;Directed;;;1
60.3;32.5;Directed;;;1
60.4;32.1;Directed;;;1
60.5;32.10;Directed;;;1
60.6;32.42;Directed;;;1
60.4;32.35;Directed;;;1
60.3;32.2;Directed;;;1
60.7;32.27;Directed;;;1
60.8;32.36;Directed;;;1
60.9;32.2;Directed;;;1
60.10;32.37;Directed;;;1
60.11;32.42;Directed;;;1
60.12;32.7;Directed;;;1
60.12;32.28;Directed;;;1
33.0;3.44;Directed;;;1
33.0;3.16;Directed;;;1
33.1;3.48;Directed;;;1
33.0;3.76;Directed;;;1
33.2;3.65;Directed;;;1
33.3;3.25;Directed;;;1
33.3;3.36;Directed;;;1
33.2;3.35;Directed;;;1
33.1;3.42;Directed;;;1
33.4;3.97;Directed;;;1
33.1;3.55;Directed;;;1
33.5;3.68;Directed;;;1
33.6;3.98;Directed;;;1
33.6;3.33;Directed;;;1
33.7;3.55;Directed;;;1
33.1;3.44;Directed;;;1
33.8;3.99;Directed;;;1
33.9;3.43;Directed;;;1
33.7;3.57;Directed;;;1
33.7;3.62;Directed;;;1
33.10;3.46;Directed;;;1
33.11;3.52;Directed;;;1
33.12;3.22;Directed;;;1
33.13;3.100;Directed;;;1
33.14;3.53;Directed;;;1
33.15;3.101;Directed;;;1
33.6;3.23;Directed;;;1
33.16;3.53;Directed;;;1
33.10;3.42;Directed;;;1
33.17;3.17;Directed;;;1
33.18;3.102;Directed;;;1
33.17;3.79;Directed;;;1
33.19;3.103;Directed;;;1
33.20;3.28;Directed;;;1
33.21;3.103;Directed;;;1
33.18;3.38;Directed;;;1
33.22;3.55;Directed;;;1
33.23;3.104;Directed;;;1
33.24;3.80;Directed;;;1
33.25;3.27;Directed;;;1
33.26;3.105;Directed;;;1
33.27;3.106;Directed;;;1
33.18;3.58;Directed;;;1
33.28;3.8;Directed;;;1
33.16;3.6;Directed;;;1
33.29;3.106;Directed;;;1
33.14;3.58;Directed;;;1
33.30;3.73;Directed;;;1
33.31;3.76;Directed;;;1
33.32;3.107;Directed;;;1
33.33;3.108;Directed;;;1
33.34;3.109;Directed;;;1
33.35;3.69;Directed;;;1
33.23;3.28;Directed;;;1
33.11;3.9;Directed;;;1
33.36;3.22;Directed;;;1
33.28;3.54;Directed;;;1
33.36;3.101;Directed;;;1
33.37;3.40;Directed;;;1
33.38;3.51;Directed;;;1
33.39;3.110;Directed;;;1
33.40;3.100;Directed;;;1
33.41;3.63;Directed;;;1
33.42;3.73;Directed;;;1
33.17;3.44;Directed;;;1
33.43;3.85;Directed;;;1
33.44;3.110;Directed;;;1
33.45;3.41;Directed;;;1
33.41;3.45;Directed;;;1
33.46;3.22;Directed;;;1
33.47;3.106;Directed;;;1
33.48;3.111;Directed;;;1
33.49;3.25;Directed;;;1
33.50;3.31;Directed;;;1
33.51;3.33;Directed;;;1
33.1;3.23;Directed;;;1
33.52;3.9;Directed;;;1
33.24;3.78;Directed;;;1
33.53;19.47;Directed;;;1
33.54;19.33;Directed;;;1
33.55;19.26;Directed;;;1
33.56;19.56;Directed;;;1
33.57;19.45;Directed;;;1
33.34;19.17;Directed;;;1
33.58;19.18;Directed;;;1
33.46;19.38;Directed;;;1
33.35;19.13;Directed;;;1
33.59;19.11;Directed;;;1
33.60;19.58;Directed;;;1
33.61;19.59;Directed;;;1
33.62;19.29;Directed;;;1
33.63;19.52;Directed;;;1
33.33;19.58;Directed;;;1
33.59;19.16;Directed;;;1
33.64;19.32;Directed;;;1
33.32;19.34;Directed;;;1
33.65;19.9;Directed;;;1
33.66;19.56;Directed;;;1
33.65;19.20;Directed;;;1
33.67;19.5;Directed;;;1
33.68;19.60;Directed;;;1
33.64;19.21;Directed;;;1
33.53;19.37;Directed;;;1
33.69;19.24;Directed;;;1
33.20;19.55;Directed;;;1
33.70;19.2;Directed;;;1
33.49;19.57;Directed;;;1
33.71;19.58;Directed;;;1
33.72;19.61;Directed;;;1
33.73;19.34;Directed;;;1
33.50;19.58;Directed;;;1
33.74;19.62;Directed;;;1
33.75;19.41;Directed;;;1
33.72;19.20;Directed;;;1
33.76;19.5;Directed;;;1
33.77;19.22;Directed;;;1
33.17;19.24;Directed;;;1
33.78;19.11;Directed;;;1
33.57;19.44;Directed;;;1
33.79;19.63;Directed;;;1
33.80;19.20;Directed;;;1
33.81;19.16;Directed;;;1
33.53;19.3;Directed;;;1
33.82;19.55;Directed;;;1
33.60;19.30;Directed;;;1
33.83;19.64;Directed;;;1
33.84;19.61;Directed;;;1
33.85;19.38;Directed;;;1
33.86;19.65;Directed;;;1
33.87;19.26;Directed;;;1
33.14;19.35;Directed;;;1
33.88;19.41;Directed;;;1
33.45;19.51;Directed;;;1
33.89;19.66;Directed;;;1
33.33;19.6;Directed;;;1
33.90;19.67;Directed;;;1
33.75;19.44;Directed;;;1
33.7;19.2;Directed;;;1
33.91;19.14;Directed;;;1
33.92;19.23;Directed;;;1
33.45;19.23;Directed;;;1
33.68;19.64;Directed;;;1
33.93;19.68;Directed;;;1
45.10;33.94;Directed;;;1
45.11;33.21;Directed;;;1
45.12;33.17;Directed;;;1
45.13;33.24;Directed;;;1
45.14;33.70;Directed;;;1
45.7;33.10;Directed;;;1
45.15;33.80;Directed;;;1
45.16;33.95;Directed;;;1
45.17;33.60;Directed;;;1
45.18;33.20;Directed;;;1
45.11;33.81;Directed;;;1
45.4;33.95;Directed;;;1
45.17;33.10;Directed;;;1
45.19;33.94;Directed;;;1
45.20;33.38;Directed;;;1
52.42;33.18;Directed;;;1
52.43;33.96;Directed;;;1
52.8;33.72;Directed;;;1
52.44;33.97;Directed;;;1
52.27;33.35;Directed;;;1
52.45;33.61;Directed;;;1
68.67;33.75;Directed;;;1
68.68;33.98;Directed;;;1
68.69;33.50;Directed;;;1
68.70;33.86;Directed;;;1
68.71;33.11;Directed;;;1
68.72;33.8;Directed;;;1
68.73;33.99;Directed;;;1
68.74;33.100;Directed;;;1
68.75;33.48;Directed;;;1
68.76;33.94;Directed;;;1
68.77;33.25;Directed;;;1
68.78;33.101;Directed;;;1
68.79;33.12;Directed;;;1
68.80;33.102;Directed;;;1
68.48;33.82;Directed;;;1
68.81;33.100;Directed;;;1
68.21;33.60;Directed;;;1
68.76;33.6;Directed;;;1
68.82;33.67;Directed;;;1
68.83;33.81;Directed;;;1
68.84;33.7;Directed;;;1
68.85;33.103;Directed;;;1
68.58;33.62;Directed;;;1
68.86;33.19;Directed;;;1
68.59;33.50;Directed;;;1
68.87;33.24;Directed;;;1
68.88;33.99;Directed;;;1
68.89;33.69;Directed;;;1
68.90;33.7;Directed;;;1
68.91;33.54;Directed;;;1
68.49;33.92;Directed;;;1
68.92;33.57;Directed;;;1
68.93;33.104;Directed;;;1
68.94;33.31;Directed;;;1
68.95;33.14;Directed;;;1
68.4;33.57;Directed;;;1
68.96;33.1;Directed;;;1
68.97;33.99;Directed;;;1
68.14;33.82;Directed;;;1
68.98;33.39;Directed;;;1
68.99;33.32;Directed;;;1
68.99;33.14;Directed;;;1
68.36;33.78;Directed;;;1
68.100;33.100;Directed;;;1
68.101;33.55;Directed;;;1
68.102;33.105;Directed;;;1
68.103;33.28;Directed;;;1
68.104;33.64;Directed;;;1
68.71;33.31;Directed;;;1
68.58;33.69;Directed;;;1
68.105;33.106;Directed;;;1
68.106;33.107;Directed;;;1
68.107;33.67;Directed;;;1
68.108;33.55;Directed;;;1
68.109;33.81;Directed;;;1
68.110;33.108;Directed;;;1
34.0;7.23;Directed;;;1
34.0;7.36;Directed;;;1
34.1;7.38;Directed;;;1
34.2;7.39;Directed;;;1
34.2;7.31;Directed;;;1
34.3;7.43;Directed;;;1
34.4;7.44;Directed;;;1
34.5;7.31;Directed;;;1
34.6;7.1;Directed;;;1
34.5;7.8;Directed;;;1
34.7;7.45;Directed;;;1
34.8;7.9;Directed;;;1
34.9;7.16;Directed;;;1
34.10;7.9;Directed;;;1
34.11;7.46;Directed;;;1
34.12;7.26;Directed;;;1
34.5;7.4;Directed;;;1
34.13;7.39;Directed;;;1
34.13;7.16;Directed;;;1
34.10;7.20;Directed;;;1
34.8;7.34;Directed;;;1
34.14;7.7;Directed;;;1
34.11;7.37;Directed;;;1
34.15;7.22;Directed;;;1
34.16;7.47;Directed;;;1
34.17;7.9;Directed;;;1
34.11;7.8;Directed;;;1
34.18;7.23;Directed;;;1
34.19;7.6;Directed;;;1
34.11;7.19;Directed;;;1
34.9;7.30;Directed;;;1
34.20;7.40;Directed;;;1
34.21;7.40;Directed;;;1
34.16;7.16;Directed;;;1
34.20;7.26;Directed;;;1
34.22;7.48;Directed;;;1
34.12;7.11;Directed;;;1
34.23;7.12;Directed;;;1
34.21;7.20;Directed;;;1
34.19;7.43;Directed;;;1
34.24;7.7;Directed;;;1
34.25;7.49;Directed;;;1
34.26;7.36;Directed;;;1
34.27;7.41;Directed;;;1
34.28;7.22;Directed;;;1
34.29;7.49;Directed;;;1
34.8;7.0;Directed;;;1
34.30;7.25;Directed;;;1
34.31;7.8;Directed;;;1
35.0;8.19;Directed;;;1
35.1;8.20;Directed;;;1
35.2;8.3;Directed;;;1
35.3;8.21;Directed;;;1
35.4;8.22;Directed;;;1
35.1;8.8;Directed;;;1
35.5;8.2;Directed;;;1
35.5;8.1;Directed;;;1
35.6;8.23;Directed;;;1
35.7;8.23;Directed;;;1
35.8;8.16;Directed;;;1
35.3;8.23;Directed;;;1
35.4;8.5;Directed;;;1
35.0;8.16;Directed;;;1
35.9;8.24;Directed;;;1
35.10;8.7;Directed;;;1
35.11;8.13;Directed;;;1
35.12;8.25;Directed;;;1
35.13;8.8;Directed;;;1
35.14;8.26;Directed;;;1
35.15;8.25;Directed;;;1
35.16;8.20;Directed;;;1
35.17;8.27;Directed;;;1
35.18;8.3;Directed;;;1
35.17;8.13;Directed;;;1
35.19;8.15;Directed;;;1
35.5;8.18;Directed;;;1
35.20;8.27;Directed;;;1
35.21;8.24;Directed;;;1
35.22;8.28;Directed;;;1
35.23;8.19;Directed;;;1
35.24;8.19;Directed;;;1
35.19;8.4;Directed;;;1
35.9;8.9;Directed;;;1
35.25;8.21;Directed;;;1
35.26;8.2;Directed;;;1
35.27;8.27;Directed;;;1
35.28;8.29;Directed;;;1
35.29;8.25;Directed;;;1
35.8;8.5;Directed;;;1
35.14;8.29;Directed;;;1
35.12;8.10;Directed;;;1
35.13;8.13;Directed;;;1
35.30;8.26;Directed;;;1
35.31;8.27;Directed;;;1
35.32;8.30;Directed;;;1
35.8;8.11;Directed;;;1
35.33;8.2;Directed;;;1
35.34;8.18;Directed;;;1
35.35;8.16;Directed;;;1
35.36;8.31;Directed;;;1
35.37;8.29;Directed;;;1
35.37;8.11;Directed;;;1
35.5;8.11;Directed;;;1
35.20;8.25;Directed;;;1
35.38;8.32;Directed;;;1
35.39;8.31;Directed;;;1
35.40;8.9;Directed;;;1
35.41;8.14;Directed;;;1
35.42;8.33;Directed;;;1
35.43;8.15;Directed;;;1
35.26;8.32;Directed;;;1
35.16;8.29;Directed;;;1
35.44;8.24;Directed;;;1
35.42;8.22;Directed;;;1
35.45;8.34;Directed;;;1
37.0;35.28;Directed;;;1
37.1;35.46;Directed;;;1
37.2;35.47;Directed;;;1
37.2;35.9;Directed;;;1
37.3;35.48;Directed;;;1
37.3;35.44;Directed;;;1
37.4;35.23;Directed;;;1
37.1;35.29;Directed;;;1
37.5;35.11;Directed;;;1
37.5;35.32;Directed;;;1
37.6;35.49;Directed;;;1
37.7;35.10;Directed;;;1
37.4;35.20;Directed;;;1
37.8;35.49;Directed;;;1
37.1;35.13;Directed;;;1
37.0;35.18;Directed;;;1
37.9;35.30;Directed;;;1
37.10;35.44;Directed;;;1
37.10;35.42;Directed;;;1
37.0;35.30;Directed;;;1
37.11;35.4;Directed;;;1
37.12;35.19;Directed;;;1
37.6;35.38;Directed;;;1
37.13;35.22;Directed;;;1
37.14;35.50;Directed;;;1
37.15;35.8;Directed;;;1
37.16;35.21;Directed;;;1
37.17;35.22;Directed;;;1
37.18;35.51;Directed;;;1
37.19;35.52;Directed;;;1
37.20;35.53;Directed;;;1
37.18;35.47;Directed;;;1
37.8;35.18;Directed;;;1
37.21;35.14;Directed;;;1
37.22;35.15;Directed;;;1
37.23;35.28;Directed;;;1
37.24;35.54;Directed;;;1
37.25;35.21;Directed;;;1
37.24;35.15;Directed;;;1
37.13;35.2;Directed;;;1
37.26;35.55;Directed;;;1
37.27;35.35;Directed;;;1
37.28;35.56;Directed;;;1
37.28;35.43;Directed;;;1
37.29;35.57;Directed;;;1
37.30;35.22;Directed;;;1
37.31;35.7;Directed;;;1
37.28;35.36;Directed;;;1
37.32;35.58;Directed;;;1
37.33;35.38;Directed;;;1
37.34;35.54;Directed;;;1
37.35;35.53;Directed;;;1
37.36;35.8;Directed;;;1
37.37;35.53;Directed;;;1
37.38;35.59;Directed;;;1
37.39;35.60;Directed;;;1
37.40;35.24;Directed;;;1
37.0;35.59;Directed;;;1
37.14;35.37;Directed;;;1
37.25;35.57;Directed;;;1
37.41;35.45;Directed;;;1
37.39;35.46;Directed;;;1
37.30;35.4;Directed;;;1
37.41;35.22;Directed;;;1
37.42;35.12;Directed;;;1
37.43;35.3;Directed;;;1
37.44;35.61;Directed;;;1
37.45;35.7;Directed;;;1
37.46;35.58;Directed;;;1
37.47;35.53;Directed;;;1
37.23;35.45;Directed;;;1
37.48;35.62;Directed;;;1
37.49;35.63;Directed;;;1
37.29;35.50;Directed;;;1
37.50;35.59;Directed;;;1
37.44;35.7;Directed;;;1
37.44;35.32;Directed;;;1
38.28;35.20;Directed;;;1
38.16;35.10;Directed;;;1
38.28;35.13;Directed;;;1
38.29;35.19;Directed;;;1
38.30;35.16;Directed;;;1
38.31;35.64;Directed;;;1
38.29;35.11;Directed;;;1
38.32;35.14;Directed;;;1
38.33;35.21;Directed;;;1
38.34;35.65;Directed;;;1
38.35;35.6;Directed;;;1
38.36;35.66;Directed;;;1
38.37;35.67;Directed;;;1
38.18;35.67;Directed;;;1
38.38;35.19;Directed;;;1
38.39;35.68;Directed;;;1
38.40;35.3;Directed;;;1
38.41;35.12;Directed;;;1
38.42;35.9;Directed;;;1
38.43;35.19;Directed;;;1
38.44;35.2;Directed;;;1
38.45;35.5;Directed;;;1
38.46;35.69;Directed;;;1
38.47;35.26;Directed;;;1
38.48;35.70;Directed;;;1
38.49;35.56;Directed;;;1
38.50;35.65;Directed;;;1
38.51;35.56;Directed;;;1
38.52;35.48;Directed;;;1
38.53;35.6;Directed;;;1
38.54;35.69;Directed;;;1
38.55;35.71;Directed;;;1
38.27;35.62;Directed;;;1
38.41;35.47;Directed;;;1
38.56;35.34;Directed;;;1
38.57;35.72;Directed;;;1
38.58;35.73;Directed;;;1
38.2;35.24;Directed;;;1
38.30;35.63;Directed;;;1
38.59;35.74;Directed;;;1
38.60;35.75;Directed;;;1
38.61;35.47;Directed;;;1
38.62;35.76;Directed;;;1
38.63;35.77;Directed;;;1
38.64;35.78;Directed;;;1
38.5;35.49;Directed;;;1
38.65;35.5;Directed;;;1
38.66;35.79;Directed;;;1
38.54;35.15;Directed;;;1
38.29;35.38;Directed;;;1
38.49;35.28;Directed;;;1
38.67;35.80;Directed;;;1
38.68;35.81;Directed;;;1
38.69;35.33;Directed;;;1
38.55;35.0;Directed;;;1
38.70;35.48;Directed;;;1
38.51;35.61;Directed;;;1
38.29;35.65;Directed;;;1
38.71;35.82;Directed;;;1
38.72;35.62;Directed;;;1
38.73;35.28;Directed;;;1
38.74;35.83;Directed;;;1
38.75;35.84;Directed;;;1
38.76;35.10;Directed;;;1
38.77;35.70;Directed;;;1
38.78;35.85;Directed;;;1
40.0;35.65;Directed;;;1
40.1;35.48;Directed;;;1
40.1;35.18;Directed;;;1
40.2;35.52;Directed;;;1
40.3;35.86;Directed;;;1
40.3;35.59;Directed;;;1
40.4;35.76;Directed;;;1
40.4;35.60;Directed;;;1
40.4;35.27;Directed;;;1
40.5;35.9;Directed;;;1
40.6;35.79;Directed;;;1
40.7;35.87;Directed;;;1
40.8;35.88;Directed;;;1
40.9;35.89;Directed;;;1
40.10;35.78;Directed;;;1
40.11;35.42;Directed;;;1
40.12;35.90;Directed;;;1
40.13;35.91;Directed;;;1
40.14;35.40;Directed;;;1
40.15;35.23;Directed;;;1
40.16;35.70;Directed;;;1
40.3;35.72;Directed;;;1
40.17;35.40;Directed;;;1
40.18;35.92;Directed;;;1
40.19;35.93;Directed;;;1
40.20;35.94;Directed;;;1
40.2;35.20;Directed;;;1
40.21;35.77;Directed;;;1
40.13;35.67;Directed;;;1
40.22;35.95;Directed;;;1
40.23;35.26;Directed;;;1
40.24;35.74;Directed;;;1
40.6;35.90;Directed;;;1
40.22;35.76;Directed;;;1
40.25;35.55;Directed;;;1
40.26;35.91;Directed;;;1
40.27;35.12;Directed;;;1
40.28;35.21;Directed;;;1
40.14;35.22;Directed;;;1
40.20;35.48;Directed;;;1
40.29;35.53;Directed;;;1
40.30;35.83;Directed;;;1
40.25;35.74;Directed;;;1
40.31;35.91;Directed;;;1
47.22;35.58;Directed;;;1
47.23;35.38;Directed;;;1
47.24;35.4;Directed;;;1
47.25;35.28;Directed;;;1
47.26;35.52;Directed;;;1
47.1;35.71;Directed;;;1
47.27;35.38;Directed;;;1
47.28;35.47;Directed;;;1
47.29;35.67;Directed;;;1
47.30;35.84;Directed;;;1
47.29;35.60;Directed;;;1
47.31;35.65;Directed;;;1
47.32;35.58;Directed;;;1
47.31;35.95;Directed;;;1
47.33;35.75;Directed;;;1
47.34;35.0;Directed;;;1
47.26;35.92;Directed;;;1
47.35;35.18;Directed;;;1
47.23;35.3;Directed;;;1
47.31;35.5;Directed;;;1
47.36;35.13;Directed;;;1
47.37;35.85;Directed;;;1
47.31;35.74;Directed;;;1
47.1;35.79;Directed;;;1
47.22;35.86;Directed;;;1
47.5;35.84;Directed;;;1
47.28;35.95;Directed;;;1
47.38;35.96;Directed;;;1
47.13;35.23;Directed;;;1
47.32;35.25;Directed;;;1
47.39;35.61;Directed;;;1
47.4;35.19;Directed;;;1
47.40;35.97;Directed;;;1
59.52;35.22;Directed;;;1
59.53;35.8;Directed;;;1
59.54;35.59;Directed;;;1
59.55;35.62;Directed;;;1
59.56;35.83;Directed;;;1
59.57;35.78;Directed;;;1
59.58;35.27;Directed;;;1
59.59;35.3;Directed;;;1
59.57;35.12;Directed;;;1
59.60;35.40;Directed;;;1
59.61;35.45;Directed;;;1
59.62;35.7;Directed;;;1
59.62;35.2;Directed;;;1
59.63;35.40;Directed;;;1
59.64;35.40;Directed;;;1
59.20;35.30;Directed;;;1
59.29;35.32;Directed;;;1
59.65;35.70;Directed;;;1
59.66;35.29;Directed;;;1
59.67;35.72;Directed;;;1
59.68;35.15;Directed;;;1
59.45;35.71;Directed;;;1
59.69;35.96;Directed;;;1
59.70;35.98;Directed;;;1
59.71;35.99;Directed;;;1
59.72;35.53;Directed;;;1
59.73;35.26;Directed;;;1
59.74;35.16;Directed;;;1
72.29;35.100;Directed;;;1
72.20;35.21;Directed;;;1
72.11;35.18;Directed;;;1
72.30;35.86;Directed;;;1
72.31;35.34;Directed;;;1
72.32;35.55;Directed;;;1
72.33;35.101;Directed;;;1
72.34;35.78;Directed;;;1
72.35;35.2;Directed;;;1
72.36;35.102;Directed;;;1
72.37;35.103;Directed;;;1
72.38;35.27;Directed;;;1
72.39;35.69;Directed;;;1
72.40;35.61;Directed;;;1
72.27;35.80;Directed;;;1
72.41;35.11;Directed;;;1
72.36;35.65;Directed;;;1
72.42;35.92;Directed;;;1
72.38;35.17;Directed;;;1
72.30;35.43;Directed;;;1
72.43;35.104;Directed;;;1
72.44;35.105;Directed;;;1
72.45;35.85;Directed;;;1
72.46;35.75;Directed;;;1
72.47;35.39;Directed;;;1
72.48;35.54;Directed;;;1
72.27;35.0;Directed;;;1
72.49;35.106;Directed;;;1
72.50;35.73;Directed;;;1
72.51;35.89;Directed;;;1
72.52;35.107;Directed;;;1
72.53;35.102;Directed;;;1
72.54;35.20;Directed;;;1
72.11;35.9;Directed;;;1
72.55;35.108;Directed;;;1
72.56;35.45;Directed;;;1
72.57;35.109;Directed;;;1
72.58;35.110;Directed;;;1
72.59;35.111;Directed;;;1
72.16;35.21;Directed;;;1
72.58;35.15;Directed;;;1
72.60;35.82;Directed;;;1
72.3;35.106;Directed;;;1
72.61;35.112;Directed;;;1
72.62;35.93;Directed;;;1
72.29;35.54;Directed;;;1
72.63;35.113;Directed;;;1
72.64;35.114;Directed;;;1
72.65;35.115;Directed;;;1
72.66;35.36;Directed;;;1
72.67;35.0;Directed;;;1
72.68;35.4;Directed;;;1
72.69;35.116;Directed;;;1
72.27;35.1;Directed;;;1
72.70;35.116;Directed;;;1
72.62;35.92;Directed;;;1
72.71;35.39;Directed;;;1
72.72;35.94;Directed;;;1
72.73;35.7;Directed;;;1
72.74;35.36;Directed;;;1
72.75;35.117;Directed;;;1
72.76;35.53;Directed;;;1
72.15;35.53;Directed;;;1
72.77;35.93;Directed;;;1
72.69;35.39;Directed;;;1
72.78;35.19;Directed;;;1
72.79;35.36;Directed;;;1
72.80;35.118;Directed;;;1
72.81;35.3;Directed;;;1
72.82;35.6;Directed;;;1
72.83;35.119;Directed;;;1
72.82;35.22;Directed;;;1
72.50;35.27;Directed;;;1
72.24;35.48;Directed;;;1
72.84;35.80;Directed;;;1
72.85;35.56;Directed;;;1
72.86;35.98;Directed;;;1
72.71;35.93;Directed;;;1
72.87;35.66;Directed;;;1
72.87;35.85;Directed;;;1
72.88;35.68;Directed;;;1
72.89;35.17;Directed;;;1
72.22;35.1;Directed;;;1
72.90;35.27;Directed;;;1
72.91;35.120;Directed;;;1
72.92;35.27;Directed;;;1
72.93;35.40;Directed;;;1
72.94;35.121;Directed;;;1
72.95;35.16;Directed;;;1
72.9;35.67;Directed;;;1
72.38;35.25;Directed;;;1
72.96;35.24;Directed;;;1
72.97;35.20;Directed;;;1
74.0;35.122;Directed;;;1
74.1;35.123;Directed;;;1
74.2;35.39;Directed;;;1
74.2;35.33;Directed;;;1
74.3;35.34;Directed;;;1
74.4;35.0;Directed;;;1
92.0;35.64;Directed;;;1
92.1;35.124;Directed;;;1
92.2;35.62;Directed;;;1
92.3;35.86;Directed;;;1
92.3;35.9;Directed;;;1
92.0;35.118;Directed;;;1
92.3;35.120;Directed;;;1
92.4;35.23;Directed;;;1
92.5;35.61;Directed;;;1
92.6;35.125;Directed;;;1
92.7;35.48;Directed;;;1
92.8;35.126;Directed;;;1
92.8;35.65;Directed;;;1
92.9;35.125;Directed;;;1
92.10;35.65;Directed;;;1
92.11;35.127;Directed;;;1
92.9;35.1;Directed;;;1
92.12;35.105;Directed;;;1
92.13;35.13;Directed;;;1
92.14;35.19;Directed;;;1
92.15;35.100;Directed;;;1
92.1;35.127;Directed;;;1
92.16;35.128;Directed;;;1
92.17;35.71;Directed;;;1
92.15;35.74;Directed;;;1
92.18;35.46;Directed;;;1
92.19;35.23;Directed;;;1
92.20;35.93;Directed;;;1
92.21;35.53;Directed;;;1
92.21;35.34;Directed;;;1
92.22;35.119;Directed;;;1
92.23;35.84;Directed;;;1
92.24;35.68;Directed;;;1
92.16;35.14;Directed;;;1
92.25;35.57;Directed;;;1
92.26;35.129;Directed;;;1
92.27;35.130;Directed;;;1
92.28;35.2;Directed;;;1
92.16;35.61;Directed;;;1
92.29;35.77;Directed;;;1
92.26;35.57;Directed;;;1
92.30;35.131;Directed;;;1
92.31;35.39;Directed;;;1
92.1;35.7;Directed;;;1
92.32;35.132;Directed;;;1
92.33;35.133;Directed;;;1
92.22;35.1;Directed;;;1
92.18;35.104;Directed;;;1
92.7;35.103;Directed;;;1
92.34;35.134;Directed;;;1
92.35;35.135;Directed;;;1
92.13;35.122;Directed;;;1
92.36;35.136;Directed;;;1
92.37;35.137;Directed;;;1
92.38;35.126;Directed;;;1
92.39;35.75;Directed;;;1
92.30;35.72;Directed;;;1
92.40;35.80;Directed;;;1
92.41;35.73;Directed;;;1
92.42;35.44;Directed;;;1
92.43;35.101;Directed;;;1
92.44;35.75;Directed;;;1
92.1;35.33;Directed;;;1
92.21;35.32;Directed;;;1
92.4;35.131;Directed;;;1
92.45;35.70;Directed;;;1
92.46;35.138;Directed;;;1
92.47;35.29;Directed;;;1
92.48;35.139;Directed;;;1
92.49;35.140;Directed;;;1
92.50;35.102;Directed;;;1
92.51;35.41;Directed;;;1
92.52;35.125;Directed;;;1
92.53;35.49;Directed;;;1
92.54;35.94;Directed;;;1
92.55;35.131;Directed;;;1
92.56;35.2;Directed;;;1
92.44;35.31;Directed;;;1
92.57;35.42;Directed;;;1
92.58;35.78;Directed;;;1
92.59;35.141;Directed;;;1
92.60;35.92;Directed;;;1
92.61;35.136;Directed;;;1
92.62;35.9;Directed;;;1
92.63;35.142;Directed;;;1
92.64;35.142;Directed;;;1
92.42;35.25;Directed;;;1
92.16;35.103;Directed;;;1
92.65;35.143;Directed;;;1
92.66;35.7;Directed;;;1
92.67;35.15;Directed;;;1
